turbine_id,farm_id,timestamp,received_at,power_output_kw,wind_speed_ms,rotor_rpm,blade_pitch_deg,gearbox_temp_c
TURB016,FARM10,2026-01-01T02:15:00Z,2026-01-01T02:17:00Z,2934.6,10.3,14.5,1.8,80.7
TURB016,FARM10,2026-01-01T02:20:00Z,2026-01-01T02:21:00Z,2621.8,10.4,13.4,1.8,80.7
TURB016,FARM10,2026-01-01T02:25:00Z,2026-01-01T02:27:00Z,2842.6,10.5,14.0,4.4,80.7
TURB016,FARM10,2026-01-01T02:30:00Z,2026-01-01T02:32:00Z,2566.2,10.8,14.3,1.6,80.5
TURB016,FARM10,2026-01-01T02:35:00Z,2026-01-01T02:36:00Z,3227.5,10.9,13.4,0.4,81.0
TURB016,FARM10,2026-01-01T02:40:00Z,2026-01-01T03:05:00Z,3275.1,11.2,15.0,3.0,81.7
TURB016,FARM10,2026-01-01T02:45:00Z,2026-01-01T02:48:00Z,3089.1,11.1,14.9,3.8,82.1
TURB016,FARM10,2026-01-01T02:50:00Z,2026-01-01T02:54:00Z,2946.5,10.9,14.2,4.0,82.4
TURB016,FARM10,2026-01-01T02:55:00Z,2026-01-01T02:57:00Z,2852.7,10.9,14.2,3.5,82.9
TURB016,FARM10,2026-01-01T03:00:00Z,2026-01-01T03:02:00Z,2833.1,10.9,14.3,2.9,82.8
TURB016,FARM10,2026-01-01T03:05:00Z,2026-01-01T03:22:00Z,3052.9,11.7,15.7,2.3,83.2
TURB016,FARM10,2026-01-01T03:10:00Z,2026-01-01T03:13:00Z,3247.7,12.3,15.3,2.3,83.7
TURB016,FARM10,2026-01-01T03:15:00Z,2026-01-01T03:18:00Z,3108.3,12.4,16.0,2.7,84.2
TURB016,FARM10,2026-01-01T03:20:00Z,2026-01-01T03:24:00Z,3110.1,13.4,16.2,5.4,84.2
TURB016,FARM10,2026-01-01T03:25:00Z,2026-01-01T03:28:00Z,3224.3,13.8,15.9,5.4,84.0
TURB016,FARM10,2026-01-01T03:30:00Z,2026-01-01T03:31:00Z,3500.0,13.6,16.4,4.9,84.7
TURB016,FARM10,2026-01-01T03:35:00Z,2026-01-01T03:36:00Z,3466.6,14.3,16.1,6.4,85.2
TURB016,FARM10,2026-01-01T03:40:00Z,2026-01-01T03:42:00Z,3225.3,14.6,16.3,7.3,85.2
TURB016,FARM10,2026-01-01T03:45:00Z,2026-01-01T03:49:00Z,3098.7,15.1,15.8,7.8,85.4
TURB016,FARM10,2026-01-01T03:50:00Z,2026-01-01T03:51:00Z,3324.4,15.5,16.1,8.6,86.0
TURB016,FARM10,2026-01-01T04:00:00Z,2026-01-01T04:05:00Z,3307.8,14.3,15.8,6.0,86.0
TURB016,FARM10,2026-01-01T04:05:00Z,2026-01-01T04:10:00Z,3430.7,14.4,15.6,6.0,86.7
TURB016,FARM10,2026-01-01T04:10:00Z,2026-01-01T04:13:00Z,3411.9,13.5,16.1,4.4,86.6
TURB016,FARM10,2026-01-01T04:15:00Z,2026-01-01T04:16:00Z,3164.2,13.0,15.6,3.9,86.7
TURB016,FARM10,2026-01-01T04:20:00Z,2026-01-01T04:25:00Z,3472.6,12.4,15.5,3.0,86.9
TURB016,FARM10,2026-01-01T04:25:00Z,2026-01-01T04:27:00Z,3431.9,12.4,16.0,2.8,86.9
TURB016,FARM10,2026-01-01T04:30:00Z,2026-01-01T04:33:00Z,3313.7,12.2,16.8,2.6,87.0
TURB016,FARM10,2026-01-01T04:35:00Z,2026-01-01T04:36:00Z,3101.1,13.8,16.5,5.0,86.5
TURB016,FARM10,2026-01-01T04:40:00Z,2026-01-01T04:43:00Z,3100.0,12.9,16.3,3.7,86.6
TURB016,FARM10,2026-01-01T04:45:00Z,2026-01-01T04:47:00Z,3306.9,13.5,15.6,4.8,86.4
TURB016,FARM10,2026-01-01T04:50:00Z,2026-01-01T04:53:00Z,3312.3,13.2,16.3,4.2,85.9
TURB016,FARM10,2026-01-01T04:55:00Z,2026-01-01T04:58:00Z,3319.1,13.0,15.9,4.0,86.3
TURB016,FARM10,2026-01-01T05:00:00Z,2026-01-01T05:04:00Z,3173.7,12.8,15.4,3.8,86.4
TURB016,FARM10,2026-01-01T05:05:00Z,2026-01-01T05:10:00Z,3332.2,13.1,15.6,4.1,86.5
TURB016,FARM10,2026-01-01T05:10:00Z,2026-01-01T05:14:00Z,3458.3,13.6,16.6,4.8,86.7
TURB016,FARM10,2026-01-01T05:15:00Z,2026-01-01T05:19:00Z,3185.1,13.6,16.4,4.7,86.4
TURB016,FARM10,2026-01-01T05:20:00Z,2026-01-01T05:21:00Z,2847.7,12.5,16.0,2.9,85.5
TURB016,FARM10,2026-01-01T05:25:00Z,2026-01-01T05:29:00Z,3448.2,12.7,15.8,3.6,86.1
TURB016,FARM10,2026-01-01T05:30:00Z,2026-01-01T05:35:00Z,3190.1,13.1,15.7,3.5,85.8
TURB016,FARM10,2026-01-01T05:35:00Z,2026-01-01T05:39:00Z,3356.5,12.6,16.1,2.6,85.9
TURB016,FARM10,2026-01-01T05:40:00Z,2026-01-01T05:42:00Z,3224.6,11.1,14.8,2.1,85.8
TURB016,FARM10,2026-01-01T05:45:00Z,2026-01-01T05:48:00Z,2627.7,11.1,15.3,3.8,85.1
TURB016,FARM10,2026-01-01T05:50:00Z,2026-01-01T05:52:00Z,3427.3,11.8,15.5,0.9,85.6
TURB016,FARM10,2026-01-01T05:55:00Z,2026-01-01T05:57:00Z,3220.7,12.5,16.4,3.1,85.6
TURB016,FARM10,2026-01-01T06:00:00Z,2026-01-01T06:04:00Z,3500.0,12.8,16.6,2.8,85.8
TURB016,FARM10,2026-01-01T06:05:00Z,2026-01-01T06:08:00Z,3332.6,11.8,15.8,2.7,86.2
TURB016,FARM10,2026-01-01T06:10:00Z,2026-01-01T06:13:00Z,3082.3,12.7,15.9,3.4,86.1
TURB016,FARM10,2026-01-01T06:15:00Z,2026-01-01T06:35:00Z,3323.2,12.2,15.5,1.7,86.2
TURB016,FARM10,2026-01-01T06:20:00Z,2026-01-01T06:25:00Z,3213.5,12.6,16.0,2.7,86.3
TURB016,FARM10,2026-01-01T06:25:00Z,2026-01-01T06:30:00Z,3073.1,12.0,16.0,2.9,86.4
TURB016,FARM10,2026-01-01T06:30:00Z,2026-01-01T06:35:00Z,3032.3,12.9,16.7,3.9,86.2
TURB016,FARM10,2026-01-01T06:35:00Z,2026-01-01T06:36:00Z,2575.4,11.4,15.0,-0.3,85.3
TURB016,FARM10,2026-01-01T06:40:00Z,2026-01-01T06:42:00Z,3096.4,12.9,15.9,3.8,85.0
TURB016,FARM10,2026-01-01T06:45:00Z,2026-01-01T06:47:00Z,3294.3,12.0,15.6,2.9,85.4
TURB016,FARM10,2026-01-01T06:50:00Z,2026-01-01T06:51:00Z,3378.5,12.4,16.3,2.4,85.5
TURB016,FARM10,2026-01-01T06:55:00Z,2026-01-01T07:00:00Z,3500.0,12.2,16.0,2.5,85.9
TURB016,FARM10,2026-01-01T07:00:00Z,2026-01-01T07:01:00Z,3039.2,13.0,15.9,3.9,85.5
TURB016,FARM10,2026-01-01T07:05:00Z,2026-01-01T07:26:00Z,3097.6,12.5,16.0,3.0,85.7
TURB016,FARM10,2026-01-01T07:10:00Z,2026-01-01T07:11:00Z,3067.0,12.9,16.3,3.8,85.8
TURB016,FARM10,2026-01-01T07:15:00Z,2026-01-01T07:20:00Z,3067.2,11.6,16.1,1.3,85.8
TURB016,FARM10,2026-01-01T07:20:00Z,2026-01-01T07:23:00Z,3304.9,12.3,16.6,2.8,85.9
TURB016,FARM10,2026-01-01T07:25:00Z,2026-01-01T07:49:00Z,2828.5,10.6,14.0,2.1,85.5
TURB016,FARM10,2026-01-01T07:30:00Z,2026-01-01T07:32:00Z,2834.7,11.3,14.8,3.5,85.2
TURB016,FARM10,2026-01-01T07:35:00Z,2026-01-01T07:40:00Z,2730.2,10.8,14.9,2.5,84.5
TURB016,FARM10,2026-01-01T07:40:00Z,2026-01-01T07:43:00Z,2593.8,9.9,13.4,3.3,84.2
TURB016,FARM10,2026-01-01T07:45:00Z,2026-01-01T07:47:00Z,2306.1,9.2,12.4,0.4,83.4
TURB016,FARM10,2026-01-01T07:50:00Z,2026-01-01T07:51:00Z,2437.0,9.5,12.6,3.1,82.5
TURB016,FARM10,2026-01-01T07:55:00Z,2026-01-01T07:57:00Z,2725.6,9.5,13.0,2.8,82.8
TURB016,FARM10,2026-01-01T08:00:00Z,2026-01-01T08:02:00Z,2135.1,8.7,11.7,2.3,82.3
TURB016,FARM10,2026-01-01T08:05:00Z,2026-01-01T08:09:00Z,2024.6,8.2,10.9,1.5,81.9
TURB016,FARM10,2026-01-01T08:10:00Z,2026-01-01T08:27:00Z,1458.2,7.6,10.0,2.1,80.4
TURB016,FARM10,2026-01-01T08:15:00Z,2026-01-01T08:20:00Z,1440.3,7.0,9.0,2.5,79.7
TURB016,FARM10,2026-01-01T08:20:00Z,2026-01-01T08:24:00Z,1514.2,7.3,9.3,5.1,78.9
TURB016,FARM10,2026-01-01T08:25:00Z,2026-01-01T08:30:00Z,1839.4,7.5,9.9,2.3,78.6
TURB016,FARM10,2026-01-01T08:30:00Z,2026-01-01T08:32:00Z,1876.5,7.9,10.5,3.3,78.3
TURB016,FARM10,2026-01-01T08:35:00Z,2026-01-01T08:40:00Z,1609.1,7.6,10.2,2.3,77.5
TURB016,FARM10,2026-01-01T08:40:00Z,2026-01-01T08:43:00Z,1678.4,8.0,10.8,2.8,77.0
TURB016,FARM10,2026-01-01T08:45:00Z,2026-01-01T08:48:00Z,2472.6,9.4,12.1,2.0,77.6
TURB016,FARM10,2026-01-01T08:50:00Z,2026-01-01T08:53:00Z,1912.3,8.7,11.6,2.6,77.4
TURB016,FARM10,2026-01-01T08:55:00Z,2026-01-01T08:59:00Z,1832.4,9.4,12.5,1.2,77.0
TURB016,FARM10,2026-01-01T09:00:00Z,2026-01-01T09:04:00Z,2101.4,9.5,13.2,4.0,76.9
TURB016,FARM10,2026-01-01T09:05:00Z,2026-01-01T09:07:00Z,2251.2,9.1,12.7,2.6,77.3
TURB016,FARM10,2026-01-01T09:10:00Z,2026-01-01T09:13:00Z,2364.3,10.3,13.8,2.3,77.9
TURB016,FARM10,2026-01-01T09:15:00Z,2026-01-01T09:16:00Z,2501.8,9.9,13.3,2.3,78.1
TURB016,FARM10,2026-01-01T09:20:00Z,2026-01-01T09:22:00Z,2827.4,11.7,15.7,1.7,78.5
TURB016,FARM10,2026-01-01T09:25:00Z,2026-01-01T09:29:00Z,3046.7,11.8,15.8,2.5,79.2
TURB016,FARM10,2026-01-01T09:30:00Z,2026-01-01T09:33:00Z,2880.7,10.6,14.1,1.9,79.7
TURB016,FARM10,2026-01-01T09:35:00Z,2026-01-01T09:40:00Z,2375.6,9.8,12.8,1.4,80.0
TURB016,FARM10,2026-01-01T09:40:00Z,2026-01-01T09:44:00Z,2772.2,10.7,14.5,2.0,79.8
TURB016,FARM10,2026-01-01T09:45:00Z,2026-01-01T09:49:00Z,2677.1,9.8,13.0,3.4,79.9
TURB016,FARM10,2026-01-01T09:50:00Z,2026-01-01T09:55:00Z,2286.3,9.8,13.5,0.5,79.9
TURB016,FARM10,2026-01-01T09:55:00Z,2026-01-01T09:59:00Z,2745.3,10.7,14.6,0.6,80.4
TURB016,FARM10,2026-01-01T10:00:00Z,2026-01-01T10:05:00Z,3147.6,10.8,14.6,3.3,81.3
TURB016,FARM10,2026-01-01T10:05:00Z,2026-01-01T10:07:00Z,2419.6,10.2,13.5,3.5,81.3
TURB016,FARM10,2026-01-01T10:10:00Z,2026-01-01T10:11:00Z,2583.7,10.1,13.6,2.6,81.1
TURB016,FARM10,2026-01-01T10:15:00Z,2026-01-01T10:18:00Z,2751.5,10.1,14.2,3.1,81.2
TURB016,FARM10,2026-01-01T10:20:00Z,2026-01-01T10:21:00Z,2768.6,11.1,14.8,1.5,81.4
TURB016,FARM10,2026-01-01T10:25:00Z,2026-01-01T10:30:00Z,2189.2,10.4,14.2,3.9,80.9
TURB016,FARM10,2026-01-01T10:30:00Z,2026-01-01T10:34:00Z,2913.7,10.8,14.4,1.9,81.3
TURB016,FARM10,2026-01-01T10:35:00Z,2026-01-01T10:36:00Z,2481.8,10.0,13.4,3.9,81.3
TURB016,FARM10,2026-01-01T10:40:00Z,2026-01-01T10:43:00Z,2429.1,10.4,13.9,2.1,81.3
TURB016,FARM10,2026-01-01T10:45:00Z,2026-01-01T10:47:00Z,2595.8,9.6,13.0,2.9,81.2
TURB016,FARM10,2026-01-01T10:50:00Z,2026-01-01T10:53:00Z,2534.7,10.2,14.2,3.7,81.0
TURB016,FARM10,2026-01-01T10:55:00Z,2026-01-01T10:56:00Z,2921.4,11.1,14.3,2.1,81.3
TURB016,FARM10,2026-01-01T11:00:00Z,2026-01-01T11:02:00Z,2728.5,10.0,13.3,1.4,81.5
TURB016,FARM10,2026-01-01T11:05:00Z,2026-01-01T11:06:00Z,2685.9,10.1,13.1,3.5,81.6
TURB016,FARM10,2026-01-01T11:10:00Z,2026-01-01T11:15:00Z,2853.8,10.9,14.3,1.8,81.6
TURB016,FARM10,2026-01-01T11:15:00Z,2026-01-01T11:17:00Z,2836.2,11.1,14.2,2.0,81.7
TURB016,FARM10,2026-01-01T11:20:00Z,2026-01-01T11:25:00Z,2932.6,10.7,14.1,1.3,82.3
TURB016,FARM10,2026-01-01T11:25:00Z,2026-01-01T11:27:00Z,2403.8,10.9,14.1,1.2,82.0
TURB016,FARM10,2026-01-01T11:30:00Z,2026-01-01T11:31:00Z,3143.0,11.4,15.1,2.5,82.6
TURB016,FARM10,2026-01-01T11:35:00Z,2026-01-01T11:39:00Z,2928.3,11.0,14.4,3.1,82.9
TURB016,FARM10,2026-01-01T11:40:00Z,2026-01-01T11:44:00Z,2913.7,11.1,14.8,1.4,82.7
TURB016,FARM10,2026-01-01T11:45:00Z,2026-01-01T11:47:00Z,2730.0,10.7,14.9,1.4,82.7
TURB016,FARM10,2026-01-01T11:50:00Z,2026-01-01T11:55:00Z,2349.2,9.8,12.6,2.4,82.2
TURB016,FARM10,2026-01-01T12:00:00Z,2026-01-01T12:03:00Z,3019.8,11.6,15.8,2.6,82.6
TURB016,FARM10,2026-01-01T12:05:00Z,2026-01-01T12:09:00Z,2998.4,10.9,14.9,3.3,82.7
TURB016,FARM10,2026-01-01T12:10:00Z,2026-01-01T12:15:00Z,2931.9,12.1,16.1,1.7,83.2
TURB016,FARM10,2026-01-01T12:15:00Z,2026-01-01T12:20:00Z,3500.0,11.7,15.5,2.8,84.4
TURB016,FARM10,2026-01-01T12:20:00Z,2026-01-01T12:24:00Z,3340.9,12.3,15.5,2.2,85.1
TURB016,FARM10,2026-01-01T12:25:00Z,2026-01-01T12:26:00Z,3203.5,12.0,16.5,2.3,84.9
TURB016,FARM10,2026-01-01T12:30:00Z,2026-01-01T12:34:00Z,3013.2,12.9,16.2,3.8,84.5
TURB016,FARM10,2026-01-01T12:35:00Z,2026-01-01T12:39:00Z,3303.5,12.8,16.1,3.7,84.4
TURB016,FARM10,2026-01-01T12:40:00Z,2026-01-01T12:41:00Z,3485.9,13.2,15.7,4.5,84.6
TURB016,FARM10,2026-01-01T12:45:00Z,2026-01-01T12:47:00Z,3333.0,13.7,16.4,5.2,84.8
TURB016,FARM10,2026-01-01T12:50:00Z,2026-01-01T12:53:00Z,3354.7,12.9,16.5,3.5,85.2
TURB016,FARM10,2026-01-01T12:55:00Z,2026-01-01T12:56:00Z,3435.7,12.6,15.5,2.5,85.6
TURB016,FARM10,2026-01-01T13:00:00Z,2026-01-01T13:04:00Z,3145.7,13.3,16.3,4.2,86.0
TURB016,FARM10,2026-01-01T13:05:00Z,2026-01-01T13:08:00Z,3209.5,13.2,16.1,4.2,85.7
TURB016,FARM10,2026-01-01T13:10:00Z,2026-01-01T13:13:00Z,3147.2,12.7,14.9,3.0,86.1
TURB016,FARM10,2026-01-01T13:15:00Z,2026-01-01T13:17:00Z,3210.2,14.2,16.6,5.8,86.3
TURB016,FARM10,2026-01-01T13:20:00Z,2026-01-01T13:23:00Z,2833.5,13.3,16.0,4.3,85.8
TURB016,FARM10,2026-01-01T13:25:00Z,2026-01-01T13:26:00Z,3366.0,13.0,16.4,3.7,86.3
TURB016,FARM10,2026-01-01T13:30:00Z,2026-01-01T13:33:00Z,3280.0,13.6,16.3,5.2,85.7
TURB016,FARM10,2026-01-01T13:35:00Z,2026-01-01T13:40:00Z,3046.2,14.0,16.3,5.4,85.7
TURB016,FARM10,2026-01-01T13:40:00Z,2026-01-01T13:41:00Z,3078.3,13.7,15.9,5.4,85.6
TURB016,FARM10,2026-01-01T13:45:00Z,2026-01-01T13:48:00Z,3418.0,13.2,15.7,3.5,86.1
TURB016,FARM10,2026-01-01T13:50:00Z,2026-01-01T14:01:00Z,3318.2,12.6,15.5,2.8,86.0
TURB016,FARM10,2026-01-01T13:55:00Z,2026-01-01T13:59:00Z,3500.0,12.9,16.5,3.7,86.3
TURB016,FARM10,2026-01-01T14:00:00Z,2026-01-01T14:02:00Z,3214.2,12.1,15.8,2.3,86.4
TURB016,FARM10,2026-01-01T14:05:00Z,2026-01-01T14:06:00Z,3249.8,12.1,15.9,1.8,86.5
TURB016,FARM10,2026-01-01T14:10:00Z,2026-01-01T14:13:00Z,3198.2,11.4,15.1,1.1,86.3
TURB016,FARM10,2026-01-01T14:15:00Z,2026-01-01T14:18:00Z,2943.5,10.5,14.0,1.7,85.9
TURB016,FARM10,2026-01-01T14:20:00Z,2026-01-01T14:23:00Z,2974.9,10.4,14.0,3.2,86.1
TURB016,FARM10,2026-01-01T14:25:00Z,2026-01-01T14:28:00Z,2362.9,10.0,12.9,1.7,85.0
TURB016,FARM10,2026-01-01T14:30:00Z,2026-01-01T14:35:00Z,2750.1,10.7,14.7,3.6,84.8
TURB016,FARM10,2026-01-01T14:35:00Z,2026-01-01T14:36:00Z,2667.7,10.6,14.5,0.7,84.3
TURB016,FARM10,2026-01-01T14:40:00Z,2026-01-01T14:44:00Z,3176.2,12.0,16.5,0.5,84.3
TURB016,FARM10,2026-01-01T14:45:00Z,2026-01-01T14:49:00Z,2988.5,11.7,16.1,3.1,84.2
TURB016,FARM10,2026-01-01T14:50:00Z,2026-01-01T14:54:00Z,2843.8,11.0,15.1,1.9,84.0
TURB016,FARM10,2026-01-01T14:55:00Z,2026-01-01T14:57:00Z,2828.8,10.6,13.9,4.2,83.9
TURB016,FARM10,2026-01-01T15:00:00Z,2026-01-01T15:02:00Z,2633.0,11.0,14.8,3.2,83.4
TURB016,FARM10,2026-01-01T15:05:00Z,2026-01-01T15:09:00Z,2699.1,10.6,14.4,2.2,83.4
TURB016,FARM10,2026-01-01T15:10:00Z,2026-01-01T15:15:00Z,2091.7,9.2,12.0,2.7,82.6
TURB016,FARM10,2026-01-01T15:15:00Z,2026-01-01T15:18:00Z,2190.4,8.7,10.6,2.4,81.9
TURB016,FARM10,2026-01-01T15:20:00Z,2026-01-01T15:25:00Z,1972.5,8.3,11.4,1.4,80.8
TURB016,FARM10,2026-01-01T15:30:00Z,2026-01-01T15:35:00Z,2056.9,8.7,12.0,3.3,79.7
TURB016,FARM10,2026-01-01T15:35:00Z,2026-01-01T15:36:00Z,2061.9,9.0,12.1,2.9,79.7
TURB016,FARM10,2026-01-01T15:40:00Z,2026-01-01T15:42:00Z,2356.2,9.8,12.4,2.5,79.5
TURB016,FARM10,2026-01-01T15:45:00Z,2026-01-01T15:49:00Z,2057.9,8.6,10.7,1.4,79.0
TURB016,FARM10,2026-01-01T15:50:00Z,2026-01-01T15:54:00Z,2318.3,9.6,12.6,3.4,79.3
TURB016,FARM10,2026-01-01T15:55:00Z,2026-01-01T15:57:00Z,2335.4,9.1,12.1,3.1,79.3
TURB016,FARM10,2026-01-01T16:00:00Z,2026-01-01T16:02:00Z,1823.7,8.8,11.4,1.8,78.7
TURB016,FARM10,2026-01-01T16:05:00Z,2026-01-01T16:09:00Z,1945.5,8.2,10.4,2.1,78.4
TURB016,FARM10,2026-01-01T16:10:00Z,2026-01-01T16:11:00Z,1876.4,8.8,12.3,0.4,78.0
TURB016,FARM10,2026-01-01T16:15:00Z,2026-01-01T16:18:00Z,1931.7,8.8,11.6,2.5,77.8
TURB016,FARM10,2026-01-01T16:20:00Z,2026-01-01T16:23:00Z,2097.2,8.8,11.5,3.0,77.5
TURB016,FARM10,2026-01-01T16:25:00Z,2026-01-01T16:28:00Z,2211.8,9.0,12.2,3.8,77.4
TURB016,FARM10,2026-01-01T16:30:00Z,2026-01-01T16:33:00Z,2326.1,9.5,12.4,1.2,77.7
TURB016,FARM10,2026-01-01T16:35:00Z,2026-01-01T16:40:00Z,2615.6,9.6,12.9,2.6,78.4
TURB016,FARM10,2026-01-01T16:40:00Z,2026-01-01T16:44:00Z,2319.5,9.7,13.0,2.3,78.2
TURB016,FARM10,2026-01-01T16:45:00Z,2026-01-01T16:46:00Z,2187.1,9.1,12.3,1.9,78.6
TURB016,FARM10,2026-01-01T16:50:00Z,2026-01-01T16:53:00Z,2440.2,9.7,12.9,2.1,78.9
TURB016,FARM10,2026-01-01T16:55:00Z,2026-01-01T16:58:00Z,2098.3,9.0,12.0,0.3,78.7
TURB016,FARM10,2026-01-01T17:00:00Z,2026-01-01T17:04:00Z,2426.2,9.7,13.5,2.8,79.0
TURB016,FARM10,2026-01-01T17:05:00Z,2026-01-01T17:07:00Z,2867.7,10.9,14.2,3.5,79.8
TURB016,FARM10,2026-01-01T17:10:00Z,2026-01-01T17:11:00Z,3297.0,11.9,15.9,3.1,80.6
TURB016,FARM10,2026-01-01T17:15:00Z,2026-01-01T17:18:00Z,3354.3,12.3,16.1,2.5,81.6
TURB016,FARM10,2026-01-01T17:25:00Z,2026-01-01T17:27:00Z,3257.0,12.8,16.7,3.5,83.4
TURB016,FARM10,2026-01-01T17:30:00Z,2026-01-01T17:32:00Z,3301.0,12.5,16.0,2.3,83.8
TURB016,FARM10,2026-01-01T17:35:00Z,2026-01-01T17:36:00Z,2925.0,11.2,15.4,3.7,83.5
TURB016,FARM10,2026-01-01T17:40:00Z,2026-01-01T17:41:00Z,3401.9,11.5,15.2,2.9,84.1
TURB016,FARM10,2026-01-01T17:45:00Z,2026-01-01T17:46:00Z,3500.0,12.2,16.1,2.8,84.6
TURB016,FARM10,2026-01-01T17:50:00Z,2026-01-01T17:51:00Z,2701.6,11.1,15.2,3.9,84.2
TURB016,FARM10,2026-01-01T17:55:00Z,2026-01-01T18:00:00Z,2490.8,9.8,13.0,2.4,83.8
TURB016,FARM10,2026-01-01T18:00:00Z,2026-01-01T18:04:00Z,2763.8,10.5,14.3,2.3,83.7
TURB016,FARM10,2026-01-01T18:05:00Z,2026-01-01T18:07:00Z,2325.8,10.3,14.2,2.6,82.6
TURB016,FARM10,2026-01-01T18:10:00Z,2026-01-01T18:12:00Z,2342.0,10.5,13.9,3.0,82.3
TURB016,FARM10,2026-01-01T18:15:00Z,2026-01-01T18:18:00Z,2976.9,10.7,14.2,2.2,82.7
TURB016,FARM10,2026-01-01T18:20:00Z,2026-01-01T18:24:00Z,2505.9,9.7,12.9,2.1,82.5
TURB016,FARM10,2026-01-01T18:25:00Z,2026-01-01T18:29:00Z,2505.3,9.6,12.9,3.7,82.0
TURB016,FARM10,2026-01-01T18:30:00Z,2026-01-01T18:32:00Z,2421.6,10.5,14.1,3.5,81.2
TURB016,FARM10,2026-01-01T18:35:00Z,2026-01-01T18:39:00Z,2739.8,10.2,13.7,3.0,81.4
TURB016,FARM10,2026-01-01T18:40:00Z,2026-01-01T18:59:00Z,1976.9,8.9,11.9,0.8,80.8
TURB016,FARM10,2026-01-01T18:45:00Z,2026-01-01T18:46:00Z,2331.0,9.9,12.9,3.1,80.2
TURB016,FARM10,2026-01-01T18:50:00Z,2026-01-01T18:51:00Z,2384.4,9.9,13.1,1.9,79.7
TURB016,FARM10,2026-01-01T18:55:00Z,2026-01-01T19:00:00Z,2494.5,9.6,12.9,2.9,79.7
TURB016,FARM10,2026-01-01T19:00:00Z,2026-01-01T19:02:00Z,2270.0,8.8,11.6,1.8,79.6
TURB016,FARM10,2026-01-01T19:05:00Z,2026-01-01T19:08:00Z,2043.5,8.2,10.9,2.9,79.3
TURB016,FARM10,2026-01-01T19:10:00Z,2026-01-01T19:12:00Z,1832.3,8.4,11.2,2.3,78.8
TURB016,FARM10,2026-01-01T19:15:00Z,2026-01-01T19:20:00Z,1875.2,8.0,10.9,3.2,78.2
TURB016,FARM10,2026-01-01T19:20:00Z,2026-01-01T19:25:00Z,1761.5,7.9,10.3,1.0,77.8
TURB016,FARM10,2026-01-01T19:25:00Z,2026-01-01T19:27:00Z,1565.7,7.5,9.7,2.2,76.8
TURB016,FARM10,2026-01-01T19:30:00Z,2026-01-01T19:31:00Z,1314.5,7.0,9.1,3.8,75.9
TURB016,FARM10,2026-01-01T19:35:00Z,2026-01-01T19:38:00Z,1421.9,7.3,9.8,0.1,75.4
TURB016,FARM10,2026-01-01T19:40:00Z,2026-01-01T19:42:00Z,2022.4,8.5,11.4,2.9,75.7
TURB016,FARM10,2026-01-01T19:45:00Z,2026-01-01T19:46:00Z,1881.3,8.7,12.5,3.3,75.9
TURB016,FARM10,2026-01-01T19:50:00Z,2026-01-01T19:54:00Z,1967.5,8.1,10.3,2.7,75.8
TURB016,FARM10,2026-01-01T19:55:00Z,2026-01-01T20:00:00Z,1726.7,7.6,9.7,2.1,75.6
TURB016,FARM10,2026-01-01T20:00:00Z,2026-01-01T20:03:00Z,1675.2,7.7,10.3,2.1,75.5
TURB016,FARM10,2026-01-01T20:05:00Z,2026-01-01T20:09:00Z,1768.8,8.0,10.2,2.7,75.1
TURB016,FARM10,2026-01-01T20:10:00Z,2026-01-01T20:14:00Z,1477.7,7.6,10.6,1.9,74.5
TURB016,FARM10,2026-01-01T20:15:00Z,2026-01-01T20:20:00Z,2164.5,9.3,12.1,3.2,74.9
TURB016,FARM10,2026-01-01T20:20:00Z,2026-01-01T20:24:00Z,1844.9,8.1,10.6,1.9,75.1
TURB016,FARM10,2026-01-01T20:25:00Z,2026-01-01T20:29:00Z,1753.2,7.9,10.9,1.9,75.2
TURB016,FARM10,2026-01-01T20:30:00Z,2026-01-01T20:31:00Z,1382.1,6.9,9.0,3.9,74.7
TURB016,FARM10,2026-01-01T20:35:00Z,2026-01-01T20:37:00Z,1073.5,5.9,8.3,1.7,73.6
TURB016,FARM10,2026-01-01T20:40:00Z,2026-01-01T20:43:00Z,1512.9,6.9,8.8,3.0,73.3
TURB016,FARM10,2026-01-01T20:45:00Z,2026-01-01T20:46:00Z,1025.2,5.8,7.3,3.0,72.8
TURB016,FARM10,2026-01-01T20:50:00Z,2026-01-01T20:52:00Z,905.3,5.8,7.8,3.7,72.2
TURB016,FARM10,2026-01-01T20:55:00Z,2026-01-01T20:59:00Z,1071.6,6.3,8.8,2.5,71.9
TURB016,FARM10,2026-01-01T21:00:00Z,2026-01-01T21:04:00Z,969.1,5.8,8.0,2.4,71.1
TURB016,FARM10,2026-01-01T21:05:00Z,2026-01-01T21:06:00Z,1062.3,5.6,7.7,2.2,71.1
TURB016,FARM10,2026-01-01T21:10:00Z,2026-01-01T21:11:00Z,821.0,5.4,7.7,2.2,71.0
TURB016,FARM10,2026-01-01T21:15:00Z,2026-01-01T21:19:00Z,925.1,5.4,7.1,4.4,70.4
TURB016,FARM10,2026-01-01T21:20:00Z,2026-01-01T21:24:00Z,1078.1,6.0,7.9,3.1,70.3
TURB016,FARM10,2026-01-01T21:25:00Z,2026-01-01T21:29:00Z,885.2,5.6,7.2,0.8,70.1
TURB016,FARM10,2026-01-01T21:30:00Z,2026-01-01T21:31:00Z,722.1,5.0,7.3,1.1,69.6
